chromosome	start	end	gene	minCopyNumber	maxCopyNumber	somaticRegions	transcriptId	isCanonical	chromosomeBand	minRegions	minRegionStart	minRegionEnd	minRegionStartSupport	minRegionEndSupport	minRegionMethod	minMinorAlleleCopyNumber
chr17	28269203	28272365	AC061975.5	1.0095	1.0095	1	ENST00000584928	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	28274657	28275716	AC061975.3	1.0095	1.0095	1	ENST00000583209	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	28275986	28307382	KRT18P55	1.0095	1.0095	1	ENST00000577198	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	28319200	28328685	TMEM97	1.0095	1.0095	1	ENST00000226230	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	28328329	28335449	IFT20	1.0095	1.0095	1	ENST00000585089	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	28335761	28347009	TNFAIP1	1.0095	1.0095	1	ENST00000226225	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	28346633	28357527	POLDIP2	1.0095	1.0095	1	ENST00000540200	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	28357647	28363683	TMEM199	1.0095	1.0095	1	ENST00000292114	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	28357647	28381697	AC002094.1	1.0095	1.0095	1	ENST00000591482	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	28360654	28360734	MIR4723	1.0095	1.0095	1	ENST00000585070	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	28361601	28362859	AC002094.2	1.0095	1.0095	1	ENST00000577850	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	28364268	28365244	SEBOX	1.0095	1.0095	1	ENST00000536498	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	28364288	28368012	AC002094.3	1.0095	1.0095	1	ENST00000555059	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	28371694	28404049	SARM1	1.0095	1.0095	1	ENST00000585482	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	28367284	28370307	VTN	1.0095	1.0095	1	ENST00000226218	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	28373256	28373562	AC002094.4	1.0095	1.0095	1	ENST00000613598	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	28373673	28374301	AC002094.5	1.0095	1.0095	1	ENST00000623773	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	28394642	28406212	SLC46A1	1.0095	1.0095	1	ENST00000612814	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	28405240	28406796	AC015917.2	1.0095	1.0095	1	ENST00000580714	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	28416922	28417492	H3F3BP2	1.0095	1.0095	1	ENST00000583907	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	28444063	28445563	AC015917.1	1.0095	1.0095	1	ENST00000579654	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	28580012	28614185	AC005726.1	1.0095	1.0095	1	ENST00000531839	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	28467822	28468406	RPS7P1	1.0095	1.0095	1	ENST00000571702	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	28473293	28497778	SLC13A2	1.0095	1.0095	1	ENST00000444914	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	28523941	28538896	FOXN1	1.0095	1.0095	1	ENST00000226247	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	28546707	28552668	UNC119	1.0095	1.0095	1	ENST00000335765	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	28553387	28571524	PIGS	1.0095	1.0095	1	ENST00000308360	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	28573115	28576948	ALDOC	1.0095	1.0095	1	ENST00000395321	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	28573117	28574243	AC005726.4	1.0095	1.0095	1	ENST00000585189	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	28577574	28599025	SPAG5	1.0095	1.0095	1	ENST00000321765	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	28598790	28617377	SPAG5-AS1	1.0095	1.0095	1	ENST00000414744	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	28601827	28602284	AC005726.3	1.0095	1.0095	1	ENST00000582858	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	28607963	28609730	AC005726.5	1.0095	1.0095	1	ENST00000579019	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	28610478	28614161	RSKR	1.0095	1.0095	1	ENST00000301037	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	28614446	28645158	KIAA0100	1.0095	1.0095	1	ENST00000528896	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	28633247	28635950	AC005726.2	1.0095	1.0095	1	ENST00000577814	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	28648356	28662175	SDF2	1.0095	1.0095	1	ENST00000247020	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	28655557	28655983	RPS12P28	1.0095	1.0095	1	ENST00000494679	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	28662205	28702679	SUPT6H	1.0095	1.0095	1	ENST00000314616	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	28670054	28672804	AC010761.4	1.0095	1.0095	1	ENST00000578819	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	28703197	28711854	PROCA1	1.0095	1.0095	1	ENST00000301039	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	28714281	28718268	RAB34	1.0095	1.0095	1	ENST00000453384	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	28719985	28724359	RPL23A	1.0095	1.0095	1	ENST00000422514	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	28720550	28720616	SNORD42B	1.0095	1.0095	1	ENST00000458893	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	28721487	28722877	AC010761.2	1.0095	1.0095	1	ENST00000582718	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	28722582	28722653	SNORD4A	1.0095	1.0095	1	ENST00000459174	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	28723429	28723492	SNORD42A	1.0095	1.0095	1	ENST00000459584	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	28723682	28723753	SNORD4B	1.0095	1.0095	1	ENST00000459083	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	28724348	28726233	TLCD1	1.0095	1.0095	1	ENST00000292090	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	28728788	28743455	AC010761.1	1.0095	1.0095	1	ENST00000268766	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	28727258	28727739	AC010761.7	1.0095	1.0095	1	ENST00000587898	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	28732963	28742765	AC010761.3	1.0095	1.0095	1	ENST00000584779	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	28744011	28750956	TRAF4	1.0095	1.0095	1	ENST00000262395	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	28745569	28747652	AC010761.5	1.0095	1.0095	1	ENST00000577325	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	28749731	28750079	AC010761.6	1.0095	1.0095	1	ENST00000579468	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	28755980	28842823	FAM222B	1.0095	1.0095	1	ENST00000581407	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	28802444	28802822	RPL31P58	1.0095	1.0095	1	ENST00000469001	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	28848860	28849592	AC024267.2	1.0095	1.0095	1	ENST00000582737	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	28855016	28861061	ERAL1	1.0095	1.0095	1	ENST00000254928	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	28861072	28861966	AC024267.1	1.0095	1.0095	1	ENST00000582320	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	28861369	28861440	MIR451A	1.0095	1.0095	1	ENST00000385059	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	28861371	28861438	MIR451B	1.0095	1.0095	1	ENST00000636285	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	28861533	28861618	MIR144	1.0095	1.0095	1	ENST00000384886	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	28861655	28861730	MIR4732	1.0095	1.0095	1	ENST00000581873	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	28879339	28897733	FLOT2	1.0095	1.0095	1	ENST00000394908	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	28892469	28893342	AC024267.3	1.0095	1.0095	1	ENST00000579673	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	28897781	28898883	AC024267.6	1.0095	1.0095	1	ENST00000579187	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	28897781	28903079	DHRS13	1.0095	1.0095	1	ENST00000378895	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	28905250	28951518	PHF12	1.0095	1.0095	1	ENST00000332830	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	28926275	28944749	AC024267.4	1.0095	1.0095	1	ENST00000580782	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	28944796	28945394	AC024267.5	1.0095	1.0095	1	ENST00000579154	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	29043141	29057216	PIPOX	1.0095	1.0095	1	ENST00000323372	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	28954905	29006298	SEZ6	1.0095	1.0095	1	ENST00000317338	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	29009799	29011009	AC024619.2	1.0095	1.0095	1	ENST00000581964	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	29015342	29016512	AC024619.1	1.0095	1.0095	1	ENST00000426489	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	29021325	29021640	AC024619.4	1.0095	1.0095	1	ENST00000580924	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	29071124	29180412	MYO18A	1.0095	1.0095	1	ENST00000527372	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	29073521	29078857	TIAF1	1.0095	1.0095	1	ENST00000359450	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	29140483	29155489	AC024619.3	1.0095	1.0095	1	ENST00000582196	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	29197071	29197785	AC005412.1	1.0095	1.0095	1	ENST00000580309	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	29203426	29204474	TWF1P1	1.0095	1.0095	1	ENST00000580812	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	29246863	29254483	CRYBA1	1.0095	1.0095	1	ENST00000225387	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	29255839	29294148	NUFIP2	1.0095	1.0095	1	ENST00000225388	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	29340482	29340822	RPL35AP35	1.0095	1.0095	1	ENST00000492004	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	29352069	29404105	AC068025.2	1.0095	1.0095	1	ENST00000584958	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	29369717	29390777	AC068025.1	1.0095	1.0095	1	ENST00000577218	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	29388560	29388683	RNU4-34P	1.0095	1.0095	1	ENST00000410431	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	29390600	29551904	TAOK1	1.0095	1.0095	1	ENST00000261716	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	29390662	29390730	MIR4523	1.0095	1.0095	1	ENST00000580425	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	29424762	29424867	RNU6-711P	1.0095	1.0095	1	ENST00000517255	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	29445300	29445400	RNU6-1034P	1.0095	1.0095	1	ENST00000365335	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	29560547	29567037	ABHD15	1.0095	1.0095	1	ENST00000307201	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	29560547	29707090	ABHD15-AS1	1.0095	1.0095	1	ENST00000581474	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	29568701	29573157	TP53I13	1.0095	1.0095	1	ENST00000301057	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	29569580	29570519	AC104564.3	1.0095	1.0095	1	ENST00000579050	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	29573475	29589549	GIT1	1.0095	1.0095	1	ENST00000394869	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	29593132	29614761	ANKRD13B	1.0095	1.0095	1	ENST00000394859	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	29591703	29592241	AC104564.4	1.0095	1.0095	1	ENST00000584986	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	29614762	29622899	CORO6	1.0095	1.0095	1	ENST00000345068	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	29621617	29622254	AC104564.2	1.0095	1.0095	1	ENST00000582367	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	29625938	29930228	SSH2	1.0095	1.0095	1	ENST00000540801	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	29639627	29640825	AC104564.1	1.0095	1.0095	1	ENST00000581240	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	29641611	29641702	RNU6-920P	1.0095	1.0095	1	ENST00000410926	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	29644796	29645847	AC104564.5	1.0095	1.0095	1	ENST00000582881	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	29716279	29716685	RPL21P123	1.0095	1.0095	1	ENST00000493028	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	29761103	29787836	AC023389.1	1.0095	1.0095	1	ENST00000577846	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	29775747	29776701	AC023389.2	1.0095	1.0095	1	ENST00000580031	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	29855759	29856332	RPL9P30	1.0095	1.0095	1	ENST00000478775	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	29863402	29866092	AC104982.1	1.0095	1.0095	1	ENST00000584258	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	29941605	30108452	EFCAB5	1.0095	1.0095	1	ENST00000394835	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	29972514	29973027	AC104982.2	1.0095	1.0095	1	ENST00000581995	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	30059052	30059147	RNY4P13	1.0095	1.0095	1	ENST00000384284	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	30059054	30059147	AC104996.3	1.0095	1.0095	1	ENST00000590718	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	30059339	30065677	AC104996.1	1.0095	1.0095	1	ENST00000583250	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	30068632	30069631	AC104996.2	1.0095	1.0095	1	ENST00000583091	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	30090366	30117497	AC104984.2	1.0095	1.0095	1	ENST00000582938	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	30116816	30186475	NSRP1	1.0095	1.0095	1	ENST00000247026	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	30117079	30117172	hsa-mir-423	1.0095	1.0095	1	ENST00000586878	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	30117079	30117172	MIR423	1.0095	1.0095	1	ENST00000362201	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	30117086	30117160	MIR3184	1.0095	1.0095	1	ENST00000637796	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	30122429	30126118	AC104984.3	1.0095	1.0095	1	ENST00000581946	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	30144062	30144790	AC104984.5	1.0095	1.0095	1	ENST00000591928	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	30194321	30235968	SLC6A4	1.0095	1.0095	1	ENST00000261707	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	30204318	30206468	AC104984.1	1.0095	1.0095	1	ENST00000581633	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	30238741	30252237	AC104984.4	1.0095	1.0095	1	ENST00000577420	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	30248203	30291944	BLMH	1.0095	1.0095	1	ENST00000261714	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	30288071	30288177	RNU6-1267P	1.0095	1.0095	1	ENST00000410747	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	30316348	30334047	TMIGD1	1.0095	1.0095	1	ENST00000328886	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	30360463	30360566	RNU6-990P	1.0095	1.0095	1	ENST00000364385	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	30378927	30469989	CPD	1.0095	1.0095	1	ENST00000225719	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	30477362	30527592	GOSR1	1.0095	1.0095	1	ENST00000225724	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	30529688	30542416	ALOX12P1	1.0095	1.0095	1	ENST00000579299	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	30550493	30551189	AC011840.3	1.0095	1.0095	1	ENST00000579378	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	30551193	30551802	AC011840.5	1.0095	1.0095	1	ENST00000624536	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	30559566	30563475	TBC1D29P	1.0095	1.0095	1	ENST00000649411	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	30557732	30558502	AC011840.4	1.0095	1.0095	1	ENST00000582125	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	30564057	30565576	AC011840.2	1.0095	1.0095	1	ENST00000563063	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	30567700	30571748	KRT17P3	1.0095	1.0095	1	ENST00000420566	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	30573471	30577000	AC011840.1	1.0095	1.0095	1	ENST00000436477	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	30576464	30579682	AC005562.1	1.0095	1.0095	1	ENST00000583030	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	30600796	30615980	SMURF2P1	1.0095	1.0095	1	ENST00000579301	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	30617680	30617790	AC005562.2	1.0095	1.0095	1	ENST00000618264	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	30624413	30625494	SH3GL1P2	1.0095	1.0095	1	ENST00000582245	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	30632122	30637466	LRRC37BP1	1.0095	1.0095	1	ENST00000417404	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	30702504	30702775	RN7SL316P	1.0095	1.0095	1	ENST00000483452	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	30734063	30770050	SUZ12P1	1.0095	1.0095	1	ENST00000582557	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	30724982	30725181	AC127024.7	1.0095	1.0095	1	ENST00000625101	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	30726305	30727564	AC127024.3	1.0095	1.0095	1	ENST00000582841	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	30729469	30730391	AC127024.2	1.0095	1.0095	1	ENST00000581019	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	30738182	30740275	AC127024.8	1.0095	1.0095	1	ENST00000623719	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	30782684	30824692	CRLF3	1.0095	1.0095	1	ENST00000324238	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	30781493	30782221	AC127024.4	1.0095	1.0095	1	ENST00000585212	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	30792372	30792833	AC127024.5	1.0095	1.0095	1	ENST00000580085	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	30803654	30804077	AC127024.6	1.0095	1.0095	1	ENST00000621598	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	30830901	30831318	AC127024.1	1.0095	1.0095	1	ENST00000490847	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	30831966	30895869	ATAD5	1.0095	1.0095	1	ENST00000321990	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	30834325	30863028	AC130324.2	1.0095	1.0095	1	ENST00000580873	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	30861843	30861938	RNU6-298P	1.0095	1.0095	1	ENST00000390888	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	30863921	30864940	AC130324.1	1.0095	1.0095	1	ENST00000584157	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	30898986	30906238	TEFM	1.0095	1.0095	1	ENST00000581216	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	30899110	30899651	AC130324.3	1.0095	1.0095	1	ENST00000614165	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	30921932	30958220	ADAP2	1.0095	1.0095	1	ENST00000580525	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	30956280	30956961	AC138207.1	1.0095	1.0095	1	ENST00000442757	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	30959564	30959850	RN7SL138P	1.0095	1.0095	1	ENST00000577405	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
chr17	30964935	30965500	AC138207.5	1.0095	1.0095	1	ENST00000579561	true	q11.2	1	24849830	59785544	CENTROMERE	BND	BAF_WEIGHTED	0.1397
